0,00:00:00,0,0,0,0,0,0,2,0
1,00:18:20,75,55,60,40,3,0,5,1100
2,00:25:07,128.4433708641,94.1918053003,102.7546966912,68.5031311275,2,0,9,1507.4931798299
3,00:34:55,219.9693269189,161.3108397406,175.9754615351,117.3169743568,2,0,19,2095.4478023029
4,00:49:16,376.7146911489,276.2574401758,301.3717529191,200.9145019461,2,0,30,2956.2033521752
5,01:10:36,645.1533971356,473.1124912328,516.1227177085,344.0818118057,3,0,42,4235.6234968063
6,01:42:48,1104.8756940332,810.2421756243,883.9005552266,589.2670368177,3,1,55,6167.7765232161
7,02:32:14,1892.1861136984,1387.6031500455,1513.7488909587,1009.1659273058,3,1,70,9134.492380898
8,03:49:29,3240.5168366077,2376.3790135123,2592.4134692861,1728.2756461908,3,1,90,13769.406352188
9,05:52:23,5549.6387444746,4069.7350792814,4439.7109955797,2959.8073303865,3,1,133,21142.9898566532
10,09:11:38,9504.1907655742,6969.7398947544,7603.3526124593,5068.9017416396,4,1,200,33097.7818758496
11,14:41:08,16276.6706568711,11936.2251483721,13021.3365254969,8680.8910169979,4,2,300,52867.6297144345
12,23:57:25,27875.0726081668,20441.7199126556,22300.0580865334,14866.7053910223,4,2,420,86244.8919269339
13,39:57:07,47738.2438516415,35008.0454912038,38190.5950813132,25460.3967208755,4,2,550,143827.318805964
14,68:10:39,81755.479459132,59954.0182700301,65404.3835673056,43602.9223782037,4,2,700,245439.380911155
15,119:10:34,140012.658244501,102675.949379301,112010.126595601,74673.4177304007,5,2,900,429034.027162721
16,213:37:29,239782.637180802,175840.600599254,191826.109744641,127884.073163094,5,3,1330,769048.742087148
17,393:06:53,410646.535922319,301140.7930097,328517.228737855,219011.485825237,5,3,2000,1415212.93744839
18,743:32:36,703264.337433443,515727.180784525,562611.469946755,375074.313297836,5,3,3000,2676755.91269796
19,1447:16:01,1204395.22811233,883223.167282377,963516.182489866,642344.12165991,5,3,4200,5210161.25954778
20,2902:43:56,2062621.10601768,1512588.81107963,1650096.88481414,1100064.58987609,6,3,5500,10449835.8342669
21,6007:07:41,3532400.10229663,2590426.7416842,2825920.08183731,1883946.72122487,6,4,7000,21625661.1518262
22,12845:11:22,6049511.68505998,4436308.56904398,4839609.34804798,3226406.23203199,6,4,9000,46242682.2175571
23,28422:50:20,10360262.3054743,7597525.69068112,8288209.84437941,5525473.22958627,6,4,13300,102322219.576622
24,65180:15:42,17742760.1806784,13011357.4658308,14194208.1445427,9462805.42969514,6,4,20000,234648941.879322
25,155161:50:44,30385865.6805172,22282968.1657126,24308692.5444138,16205795.0296092,6,4,30000,558582643.701598
