1,00:20:00,60,70,70,20,3,1,1,1200
2,00:23:03,74.7646038352,87.2253711411,87.2253711411,24.9215346117,1,1,2,1382.8175125043
3,00:26:38,93.1624331107,108.6895052958,108.6895052958,31.0541443702,1,1,3,1598.0124862059
4,00:30:52,116.0875400641,135.4354634081,135.4354634081,38.695846688,1,1,4,1852.0460107968
5,00:35:53,144.653982385,168.7629794492,168.7629794492,48.2179941283,2,1,5,2152.8055639239
6,00:41:50,180.2499614368,210.2916216763,210.2916216763,60.0833204789,2,2,6,2509.949036141
7,00:48:55,224.6052826357,262.0394964083,262.0394964083,74.8684275452,2,2,7,2935.3385714335
8,00:57:24,279.8754162593,326.5213189692,326.5213189692,93.2918054198,2,2,8,3443.5894247356
9,01:07:33,348.7462436642,406.8706176082,406.8706176082,116.2487478881,2,2,9,4052.7665945953
10,01:19:45,434.5645791097,506.9920089613,506.9920089613,144.8548597032,3,2,10,4785.2719560741
11,01:34:29,541.500809966,631.7509449604,631.7509449604,180.5002699887,3,3,11,5668.9778105618
12,01:52:19,674.7515588929,787.2101520417,787.2101520417,224.9171862976,3,3,12,6738.6802905671
13,02:13:58,840.792216464,980.9242525414,980.9242525414,280.2640721547,3,3,13,8037.9694137148
14,02:40:22,1047.6916161948,1222.3068855606,1222.3068855606,349.2305387316,3,3,14,9621.64382832
15,03:12:39,1305.5041437718,1523.0881677338,1523.0881677338,435.1680479239,4,3,15,11558.840255681
16,03:52:17,1626.7583352395,1897.8847244461,1897.8847244461,542.2527784132,4,4,16,13937.1041994901
17,04:41:08,2027.065707831,2364.9099924695,2364.9099924695,675.688569277,4,4,17,16867.7050366037
18,05:41:33,2525.8794098998,2946.8593115498,2946.8593115498,841.9598032999,4,4,18,20492.6025894674
19,06:56:34,3147.439556946,3672.0128164369,3672.0128164369,1049.146518982,4,4,19,24993.6141125881
20,08:30:05,3921.9511928406,4575.6097249807,4575.6097249807,1307.3170642802,5,4,20,30604.5248657759
