1,01:26:40,720,760,720,400,3,1,3600,5200
2,01:42:51,924.4983000152,975.8593166827,924.4983000152,513.6101666751,1,1,5100,6170.543389675
3,02:02:27,1187.0793149041,1253.0281657321,1187.0793149041,659.4885082801,1,1,7200,7347.3356237234
4,02:26:19,1524.2400119611,1608.9200126256,1524.2400119611,846.8000066451,1,1,3100,8779.1501389886
5,02:55:27,1957.1629164905,2065.8941896289,1957.1629164905,1087.3127313836,2,1,11700,10527.4097222439
6,03:31:10,2513.0469293725,2652.660647671,2513.0469293725,1396.1371829847,2,2,14400,12669.7474001399
7,04:15:05,3226.8161306434,3406.0836934569,3226.8161306434,1792.6756281352,2,2,17400,15304.6469424341
8,05:09:18,4143.3139267241,4373.4980337644,4143.3139267241,2301.8410704023,2,2,20700,18557.5133551383
9,06:16:29,5320.1203912301,5615.6826351873,5320.1203912301,2955.6224395723,2,2,24000,22588.6448567228
10,07:40:04,6831.1698021781,7210.6792356325,6831.1698021781,3795.0943345434,3,2,27000,27603.7433576171
11,09:24:28,8771.3956517065,9258.6954101346,8771.3956517065,4872.9975842814,3,3,33000,33867.8276148124
12,11:35:24,11262.6949566155,11888.400231983,11262.6949566155,6257.0527536753,3,3,39000,41723.7262554357
13,14:20:17,14461.5865846951,15265.0080616226,14461.5865846951,8034.2147692751,3,3,45000,51616.7610539149
14,17:48:48,18569.044740379,19600.6583370667,18569.044740379,10316.1359668772,3,3,51000,64127.832937396
15,22:13:38,23843.1254102584,25167.7434886061,23843.1254102584,13246.1807834769,4,3,81000,80017.9637284919
16,27:51:29,30615.1790400452,32316.0223200477,30615.1790400452,17008.4328000251,4,4,114000,100288.525314008
17,35:04:23,39310.6680238638,41494.5940251896,39310.6680238638,21839.2600132577,4,4,150000,126263.048345863
18,44:21:39,50475.8968896152,53280.1133834827,50475.8968896152,28042.1649386751,4,4,195000,159698.852516362
19,56:22:20,64812.3345363756,68413.0197883965,64812.3345363756,36006.8525202087,4,4,240000,202940.082003563
20,71:58:49,83220.684859575,87844.0562406625,83220.684859575,46233.713810875,5,4,300000,259128.504225745
