1,02:06:40,1680,1400,2200,880,4,1,100,1900
2,02:27:20,2093.4089073868,1744.5074228224,2741.3688072924,1096.5475229168,1,1,90,2209.6763779174
3,02:51:52,2608.5481270992,2173.790105916,3415.9558807248,1366.38235229,1,1,81,2577.5983580798
4,03:21:04,3250.4511217956,2708.7092681628,4256.5431356844,1702.6172542736,1,1,72.9,3016.0570445828
5,03:56:00,4050.3115067808,3375.259588984,5303.979354118,2121.5917416472,2,1,65.61,3540.2044397215
6,04:37:56,5046.99892023,4205.8324335252,6609.165252682,2643.6661010728,2,2,59.049,4168.7793532975
7,05:28:20,6288.9479137984,5240.7899281652,8235.527029974,3294.2108119896,2,2,53.1441,4925.0323490916
8,06:29:12,7836.51165526,6530.4263793836,10262.098596174,4104.8394384696,2,2,47.82969,5837.9083029774
9,07:42:56,9764.8948225964,8137.4123521636,12787.3622676856,5114.9449070744,2,2,43.046721,6943.5635479982
10,09:12:28,12167.8082150704,10139.8401792256,15934.0345673544,6373.6138269416,3,2,38.7420489,8287.3191255041
11,11:01:44,15162.0226790492,12635.0188992076,19855.0296987552,7942.011879502,3,3,34.86784401,9926.1845192782
12,13:15:28,18893.0436490016,15744.2030408348,24740.89049274,9896.356197096,3,3,31.381059609,11932.13040243
13,15:59:44,23542.1820609924,19618.4850508272,30829.047937014,12331.6191748056,3,3,28.2429536481,14396.3484833312
14,19:22:20,29335.3652534544,24446.137711212,38415.359260476,15366.1437041904,3,3,25.4186582833,17434.8171822368
15,23:33:04,36554.1160256112,30461.763354676,47868.4852716336,19147.3941086536,4,3,22.876792455,21195.6015027009
16,28:44:32,45549.2333867052,37957.6944889212,59647.8056254472,23859.1222501788,4,4,20.5891132095,25868.4650988357
17,35:13:12,56757.8398192672,47298.1998493892,74325.7426204688,29730.2970481876,4,4,18.5302018885,31697.5776127903
18,43:19:52,70724.6234771948,58937.1862309956,92615.5783629932,37046.2313451972,4,4,16.6771816997,38998.3825729814
19,53:32:00,88128.3075944864,73440.2563287388,115406.117088018,46162.4468352072,4,4,15.0094635297,48180.0811655678
20,66:25:04,109814.633399537,91512.1944996136,143804.877070822,57521.9508283288,5,4,13.5085171767,59775.7285235414
