1,00:36:40,1400,1200,1200,550,3,1,100,2200
2,00:42:46,1727.1492839394,1480.4136719481,1480.4136719481,678.5229329762,1,1,90,2566.0855697203
3,00:50:02,2130.7461778661,1826.3538667424,1826.3538667424,837.0788555902,1,1,81,3002.3170813278
4,00:58:44,2628.6548109701,2253.1326951172,2253.1326951172,1032.6858185954,1,1,72.9,3523.7548632971
5,01:09:09,3242.9137674935,2779.6403721373,2779.6403721373,1274.0018372296,2,1,65.61,4149.0226149917
6,01:21:41,4000.7115652884,3429.1813416758,3429.1813416758,1571.7081149347,2,2,59.049,4901.225880229
7,01:36:49,4935.5900823115,4230.5057848385,4230.5057848385,1938.981818051,2,2,53.1441,5809.1262141182
8,01:55:09,6088.9291974878,5219.0821692753,5219.0821692753,2392.0793275845,2,2,47.82969,6908.6474117034
9,02:17:25,7511.7783595708,6438.6671653464,6438.6671653464,2951.0557841171,2,2,43.046721,8244.8145067752
10,02:44:34,9267.1161534603,7943.2424172517,7943.2424172517,3640.6527745737,3,2,38.7420489,9874.2588305661
11,03:17:48,11432.6378775947,9799.4038950812,9799.4038950812,4491.3934519122,3,3,34.86784401,11868.4661966064
12,03:58:38,14104.194517019,12089.3095860163,12089.3095860163,5540.9335602575,3,3,31.381059609,14318.0043204485
13,04:48:58,17400.0353290086,14914.315996293,14914.315996293,6835.7281649677,3,3,28.2429536481,17338.0455232509
14,05:51:16,21466.0418278701,18399.4644238886,18399.4644238886,8433.087860949,3,3,25.4186582833,21075.6094297553
15,07:08:39,26482.184837157,22699.015574706,22699.015574706,10403.7154717403,4,3,22.876792455,25719.0986656489
16,08:45:11,32670.4904133198,28003.2774971312,28003.2774971312,12834.8355195185,4,4,20.5891132095,31510.9037687586
17,10:46:04,40304.8672309397,34547.0290550912,34547.0290550912,15834.0549835835,4,4,18.5302018885,38764.1331459631
18,13:18:05,49723.2304122798,42619.9117819541,42619.9117819541,19534.1262333956,4,4,16.6771816997,47884.9102908584
19,16:30:02,61342.4584298035,52579.2500826887,52579.2500826887,24098.8229545657,4,4,15.0094635297,59402.2166916448
20,20:33:28,75676.8451086571,64865.8672359918,64865.8672359918,29730.1891498296,5,4,13.5085171767,74008.0062683558
